class_id,module,activity,title,programmes,n_programmes,year_level,size_estimate,size_basis,current_day,current_start,current_end,duration_min,current_room,current_room_type,current_room_capacity,n_current_rooms,is_multi_room,weeks,n_weeks,is_teaching,is_block_teaching,recommend_offsite,linked_group,group_order,n_candidate_rooms,candidate_rooms,n_cannot_share_time,cannot_share_time_modules,cannot_share_day_modules
1177,ENH524,LEC,ENH524/S2/LEC*,BSc Hons Environ Health FT (8233) Y4; BSc Hons Environ Health FT (8233) Y3; Incoming Exch Stds CEBE FT (6253) Y1,3,5,48,room_capacity_proxy,Mon,09:15,11:15,120,BC-03-203 (48),theatre,48,2,0,"1,2,3,4,5,6,7,8,9,12,13,14",12,1,0,0,ENH524@Mon,1,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),15,ARC521; ARC526; BEN509; CIV529; CIV808; EEE505; EEE508; EEE528; ENE521; ENH524; ENH530; ENH531; MEC501; SUR503; SUR511,ARC521; ARC526; BEN509; CIV529; EEE505; EEE508; EEE528; ENE521; ENH530; ENH531; MEC501; SUR503; SUR511
1178,BMG895,LEC,BMG895/S2/LEC HLA,MSc Business in Tech HLA PT (8156) Y2; PG Dip TransformManandLeader PT (8157) Y2; MSc Business inTechnologyDL PT (8952) Y2; PG Dip TransManandLead DL PT (8657) Y2; PG Dip TransformManandLeader FT (8543) Y1; MSc Business in Technology PT (8154) Y2; MSc Business in Tech EAA PT (9124) Y2,7,8,48,room_capacity_proxy,Wed,09:15,17:15,480,BC-03-203 (48),general,48,1,0,2,1,0,1,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),2,BMG894; BMG895,
1179,BMG895,LEC,BMG895/S2/LEC HLA,MSc Business in Tech HLA PT (8156) Y2; PG Dip TransformManandLeader PT (8157) Y2; MSc Business inTechnologyDL PT (8952) Y2; PG Dip TransManandLead DL PT (8657) Y2; PG Dip TransformManandLeader FT (8543) Y1; MSc Business in Technology PT (8154) Y2; MSc Business in Tech EAA PT (9124) Y2,7,8,48,room_capacity_proxy,Thu,09:15,17:15,480,BC-03-203 (48),general,48,1,0,2,1,0,1,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),2,BMG894; BMG895,
1180,,BK,260225/BK/Sarah Harte,,0,?,48,room_capacity_proxy,Wed,12:15,15:15,180,BC-03-203 (48),general,48,1,0,5,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1181,,LEC,CELT MSc Construction Management/S2/LEC<5>*,,0,?,48,room_capacity_proxy,Thu,13:15,15:15,120,BC-03-203 (48),general,48,1,0,5,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1182,,BK,260223/BK/Lorraine Parkes,,0,?,48,room_capacity_proxy,Thu,13:15,17:15,240,BC-03-203 (48),general,48,1,0,5,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1183,,BK,260304/BK/Tracey Johnston,,0,?,48,room_capacity_proxy,Wed,14:15,17:15,180,BC-03-203 (48),general,48,1,0,6,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1184,,BK,260311/BK/T Quigley,,0,?,48,room_capacity_proxy,Wed,12:15,13:15,60,BC-03-203 (48),general,48,1,0,7,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1185,BEN702,LEC,"BEN702/S2/LEC1<7,9,10,11>*",MSc Construction Management PT (8457) Y1; MSc Construction Management FT (8300) Y1,2,7,36,room_capacity_proxy,Thu,09:15,12:15,180,BD-01-023 (36),general,36,2,1,"1,2,3,4,5,6,7,8,9,12,13,14",12,1,0,0,,,35,BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),4,BEN700; BEN703; CIV518; TRA509,BEN700; BEN703
1186,,BK,260318/BK/Barbara Gregg,,0,?,48,room_capacity_proxy,Wed,13:15,16:15,180,BC-03-203 (48),general,48,1,0,8,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1187,,BK,260323/bk/UKVI team,,0,?,48,room_capacity_proxy,Mon,14:15,17:15,180,BC-03-203 (48),general,48,1,0,9,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1188,SUR344,LEC,SUR344/S2/LEC<9-10>*,BSc Hons Building Survey FT (8229) Y2; BSc Hons Building Surveying PT (8329) Y4; Incoming Exch Stds CEBE FT (6253) Y1,3,3,56,room_capacity_proxy,Tue,13:15,15:15,120,BD-03-002 (56),general,56,4,1,"1,2,3,4,5,6,7,9,12,13,14",11,1,0,0,,,21,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-03-002 (56),20,ARC322; ARC328; BEN312; BEN314; BEN315; CMP301; CMP302; CMP329; CMP330; CMP331; COM397; COM399; EEE316; ENE327; ENH323; MEC316; MEC358; SUR335; SUR344; SUR345,ARC322; ARC328; BEN312; BEN314; BEN315; CMP301; CMP302; CMP329; CMP330; CMP331; COM397; COM399; EEE316; ENE327; ENH323; MEC316; MEC358; SUR335; SUR345
1189,BEN147,TUT,BEN147/S2/TUT/RE<evens>*,BSc Hons Real Estate FT (8223) Y1; BSc Hons Environ Health FT (8233) Y1; BSc Hons Real Estate PT (8336) Y1,3,1,58,room_capacity_proxy,Wed,11:15,12:15,60,BD-02-009 (58) (Metropole),general,58,3,1,"2,3,4,5,6,7,8,9,12,13",10,1,0,0,BEN147@Wed,2,19,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68),6,BEN133; BEN134; BEN140; BEN147; CIV310; ENE700,BEN133; BEN134; BEN140
1190,BEN147,TUT,BEN147/S2/TUT/RE <9>*,BSc Hons Real Estate FT (8223) Y1; BSc Hons Environ Health FT (8233) Y1; BSc Hons Real Estate PT (8336) Y1,3,1,48,room_capacity_proxy,Wed,14:15,15:15,60,BD-01-018 (48),general,48,2,1,"5,9",2,1,0,0,BEN147@Wed,4,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),6,BEN133; BEN134; BEN140; BEN147; CIV310; ENE700,BEN133; BEN134; BEN140
1191,SOP109,SEM,SOP109/S2/SemA.*,Bsc Hons Soc Pol w Sociol PT (8602) Y5; Bsc Hons Soc Pol w Sociol PT (8602) Y3; Bsc Hons Soc Pol w Sociol PT (8602) Y2; BSc Hons HltandSoc Care Polic PT (8318) Y1; Bsc Hons Soc Pol w Sociol PT (8602) Y1; BSc Hons Social Policy PT (8321) Y2; BSc Hons Social Policy FT (8246) Y1; BSc Hons Soc Pol w Sociol FT (8242) Y1; BSc Hons Soc Policy w Crim FT (8248) Y1; Bsc Hons Soc Pol w Sociol PT (8602) Y4; BSc Hons HthandSoc Care Polcy FT (8244) Y1; BSc Hons Soc Pol w Criminol PT (8391) Y1,12,1,48,room_capacity_proxy,Thu,12:15,14:15,120,BD-02-036 (48),general,48,3,1,"2,3,4,5,6,7,8,9,12,13,14",11,1,0,0,SOP109@Thu,2,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),6,CYW151; PUP120; SOC103; SOP102; SOP106; SOP109,PUP120; SOC103; SOP102; SOP106
1192,,BK,260403/BK/Conan Hickland,,0,?,48,room_capacity_proxy,Fri,10:15,13:15,180,BC-03-203 (48),general,48,1,0,10,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1193,,BK,260422/BK/Andrea,,0,?,48,room_capacity_proxy,Wed,12:15,15:15,180,BC-03-203 (48),general,48,1,0,13,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1194,,BK,260423/BK/S ONeill,,0,?,48,room_capacity_proxy,Thu,15:15,16:15,60,BC-03-203 (48),general,48,1,0,13,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1195,,BK,260429/BK/Sarah Harte,,0,?,48,room_capacity_proxy,Wed,12:15,15:15,180,BC-03-203 (48),general,48,1,0,14,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1196,,BK,260505/BK/C McShane,,0,?,48,room_capacity_proxy,Tue,11:15,13:15,120,BC-03-203 (48),general,48,1,0,15,1,0,0,0,,,30,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
1197,DES141,LEC,DES141/S2/Lec*,BSc Hons Tech w Design FT (8273) Y1; BDes Hons ProdCerSilvandJewel FT (8919) Y1; BA Hons Product Design FT (7896) Y1; BA Hons Product Design PT (7897) Y1; Incoming Exchange Stds AHSS FT (7790) Y1,5,1,60,room_capacity_proxy,Mon,09:15,11:15,120,BC-03-206 (60),general,60,1,0,"1,2,3,4,5,6,7,8,9,12,13,14",12,1,0,0,,,17,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-02-033 (68),26,ART103; ART104; CMM107; CMM109; CMM151; CMM167; CMM170; CMM172; CMM175; CMM176; DES142; LAW101; LAW139; LAW140; LAW143; MEC114; MEC116; POL103; POL109; POL117; PUP101; PUP121; SOC103; SOC110; TDF103; TDF104,ART103; ART104; CMM107; CMM109; CMM151; CMM167; CMM170; CMM172; CMM175; CMM176; DES142; LAW101; LAW139; LAW140; LAW143; MEC114; MEC116; POL103; POL109; POL117; PUP101; PUP121; SOC103; SOC110; TDF103; TDF104
1198,BME104,TUT,"BME104/S2/Tut X1,Y*",MEng Hons Biomed Engineer FT (8263) Y1; BEng Hons Biom Eng. FT (8799) Y1; Incoming Exch Stds CEBE FT (6253) Y1,3,1,54,room_capacity_proxy,Mon,10:15,11:15,60,BD-03-006 (54),general,54,1,0,"1,2,3,4,5,6,8,9,12,13,14",11,1,0,0,BME104@Mon,1,22,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-03-002 (56); BD-03-006 (54),22,ARC119; ARC120; BEN131; BEN133; BEN134; BEN136; BEN137; BEN138; BEN141; BME104; COM102; COM109; COM117; COM133; COM155; COM163; COM188; DES135; MEC114; MEC120; MEC528; PPD420,ARC119; ARC120; BEN131; BEN133; BEN134; BEN136; BEN137; BEN138; BEN141; COM102; COM109; COM117; COM133; COM155; COM163; COM188; DES135; MEC114; MEC120
1199,BME104,TUT,"BME104/S2/Tut W,X2*",MEng Hons Biomed Engineer FT (8263) Y1; BEng Hons Biom Eng. FT (8799) Y1; Incoming Exch Stds CEBE FT (6253) Y1,3,1,60,room_capacity_proxy,Mon,13:15,14:15,60,BC-03-206 (60),general,60,1,0,"1,2,3,4,5,6,8,9,12,13,14",11,1,0,0,BME104@Mon,2,17,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-02-033 (68),22,ARC119; ARC120; BEN131; BEN133; BEN134; BEN136; BEN137; BEN138; BEN141; BME104; COM102; COM109; COM117; COM133; COM155; COM163; COM188; DES135; MEC114; MEC120; MEC528; PPD420,ARC119; ARC120; BEN131; BEN133; BEN134; BEN136; BEN137; BEN138; BEN141; COM102; COM109; COM117; COM133; COM155; COM163; COM188; DES135; MEC114; MEC120
1200,CMM533,SEM,CMM533/S2/SEM 1*,BSc Hons ComAdvertandMark+DPP FT (8257) Y4; Incoming Exchange Stds AHSS FT (7790) Y1,2,5,60,room_capacity_proxy,Tue,11:15,13:15,120,BC-03-206 (60),general,60,1,0,"1,2,3,4,5,6,7,9,12,13,14",11,1,0,0,CMM533@Tue,1,17,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-02-033 (68),21,CMM107; CMM382; CMM521; CMM526; CMM529; CMM533; CMM547; CMM549; CMM553; CMM560; CMM574; LAW502; LAW506; LAW543; LAW550; MKT535; POL506; POL520; PUP531; SOC506; SOC511,CMM521; CMM526; CMM529; CMM547; CMM549; CMM553; CMM560; CMM574; LAW502; LAW506; LAW516; LAW543; LAW550; MKT535; POL506; POL520; PUP531; SOC506; SOC511
1201,CMM533,SEM,CMM533/S2/SEM 2*,BSc Hons ComAdvertandMark+DPP FT (8257) Y4; Incoming Exchange Stds AHSS FT (7790) Y1,2,5,54,room_capacity_proxy,Tue,14:15,15:15,60,BD-03-006 (54),general,54,1,0,"1,2,3,4,5,6,7,9,12,13,14",11,1,0,0,CMM533@Tue,2,22,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-03-002 (56); BD-03-006 (54),22,CMM107; CMM382; CMM521; CMM526; CMM529; CMM533; CMM547; CMM549; CMM553; CMM560; CMM574; LAW502; LAW506; LAW516; LAW543; LAW550; MKT535; POL506; POL520; PUP531; SOC506; SOC511,CMM521; CMM526; CMM529; CMM547; CMM549; CMM553; CMM560; CMM574; LAW502; LAW506; LAW516; LAW543; LAW550; MKT535; POL506; POL520; PUP531; SOC506; SOC511
1202,FIN304,SEM,FIN304/S2/SEM Grp 3,BSc Hons Fin and Inv Mngt FT (8234) Y2; BSc Hons Account (Pathways) FT (8235) Y2,2,3,58,room_capacity_proxy,Tue,13:15,15:15,120,BD-02-008 (58) (Orpheus),general,58,5,1,"1,2,3,4,5,6,7,9,12,13,14",11,1,0,0,FIN304@Tue,1,19,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68),6,ACF306; FIN303; FIN304; FIN305; LAW338; MKT329,ACF306; ACF360; FIN303; FIN305; LAW338
